#{"t_start": 1512457165.6092572, "gym_version": "0.9.4", "env_id": 0}
r,l,s,t
-80.664224,118,-17.5065918575,18.769172
-80.221014,122,-16.6528283913,37.588414
-77.631499,116,-15.9584014378,55.902473
-81.385268,121,-18.3134756594,75.980285
-80.573555,123,-16.5777922899,95.735905
-81.326445,121,-17.2661954424,115.231207
-80.158127,118,-17.1873655871,135.246001
-81.470615,119,-17.1462669558,155.179511
-81.290435,118,-18.1312160298,173.68893
-83.738968,124,-18.0543456304,194.294205
-80.122069,122,-16.9063002549,213.387889
-81.337902,120,-17.3230501913,233.330887
-79.688075,116,-17.8372887956,251.41269
-80.890239,119,-17.6074005319,272.57185
-79.062111,116,-17.2591596604,292.053882
-82.10021,121,-18.323990118,310.684155
-79.294901,121,-16.8745688806,330.659292
-81.938576,121,-17.1515803821,352.86559
-80.963629,119,-17.1204372373,371.856875
-79.67415,121,-17.1747910127,391.031565
-80.58558,120,-17.1301886745,411.282389
-82.71629,124,-18.1027612505,431.848685
-79.6017,117,-17.3035988356,450.62782
-79.876701,122,-16.534276598,469.581615
-82.070231,125,-17.186962644,490.656522
-79.556988,120,-16.7488535732,511.109859
-81.153236,119,-17.7258607402,530.98494
-79.503915,118,-17.0269660372,552.127575
-78.836966,119,-16.3080681549,572.489922
-80.076408,120,-16.9857681379,593.802808
-80.861228,122,-16.9752557517,613.484233
-79.357855,116,-16.8488354353,633.047282
-80.712856,123,-16.9571619333,653.165614
-79.054359,119,-17.1637050728,673.441397
-81.393469,122,-17.7720014495,696.016512
-79.951212,122,-16.5031632207,716.538336
-81.928841,122,-17.8887576787,736.962639
-80.041677,118,-16.891924559,756.586526
-79.789483,119,-16.7423417726,776.847004
-80.811992,119,-17.0430900335,796.83452
-82.213511,122,-18.3580806279,817.953256
-82.618028,121,-17.6312952336,838.738833
-80.003573,120,-17.7521932262,858.862618
-82.099521,125,-17.7875695658,880.499201
-81.8039,117,-17.4450783982,900.36943
-81.353869,123,-17.0549671791,922.080999
-78.059467,120,-15.8743167602,942.696413
-81.081604,119,-17.0023300698,964.169689
-82.002781,124,-17.3860965904,985.301655
-81.956912,128,-17.5914368508,1008.104678
-78.861271,118,-16.9395026436,1028.604365
-80.40149,118,-17.3043429137,1050.627484
-80.413215,118,-17.9317415721,1070.213464
-79.981184,119,-17.0296629093,1091.340449
-80.98237,120,-17.019285595,1112.452301
-80.059878,123,-17.0332973077,1133.459633
-80.476567,117,-17.8636904655,1153.472624
-80.321219,119,-16.9648381941,1173.821208
-77.837145,120,-16.6211514764,1195.042868
-79.069539,120,-16.767379577,1216.079759
-77.750854,117,-16.3375717493,1236.4664
-80.291422,119,-17.8944950643,1258.241798
-80.430546,118,-17.2821182753,1278.804003
-79.370796,119,-16.5247137025,1300.613285
-79.52121,115,-17.2443904304,1321.230878
-81.862877,118,-17.7312661737,1341.113963
-80.972154,121,-18.3917749181,1362.000616
-79.703133,117,-16.6213835684,1381.102524
-79.985997,120,-16.7883455979,1403.535342
-79.522075,120,-16.5341520764,1424.751904
-80.492081,123,-16.6986261253,1446.023215
-79.982723,119,-17.3333300169,1467.33601
-80.459193,117,-16.8983533692,1488.084226
-79.382415,116,-16.9397616973,1508.311133
-80.90817,123,-17.2019066347,1530.226951
-78.204051,119,-15.9635786948,1552.118956
-79.132799,119,-16.2943931405,1572.282531
-82.475147,129,-17.3811615568,1594.762869
-80.760015,122,-16.8660326181,1615.882525
-80.98471,120,-18.0052993794,1636.240202
-81.417735,117,-18.2433355008,1656.541068
-79.727944,121,-16.6427990166,1678.630228
-79.620384,118,-16.3645032406,1700.192061
-80.72794,118,-16.8024221063,1722.128177
