#{"t_start": 1512457165.6901913, "gym_version": "0.9.4", "env_id": 0}
r,l,s,t
-82.274501,127,-17.3661896183,20.924093
-81.972496,121,-17.8001583993,39.530466
-82.060738,122,-17.5101398401,59.417232
-76.654807,118,-15.8854399251,78.186779
-82.596716,120,-17.7565677971,97.294829
-81.880895,122,-17.4800028951,117.272782
-80.653939,121,-16.8814664406,137.742614
-80.21748,118,-17.5013084796,157.238007
-81.832141,119,-18.3213834427,175.973113
-78.808901,118,-16.0897011075,195.388304
-82.037137,124,-17.6956513931,215.388649
-81.353318,119,-16.9286423123,234.549868
-80.443558,122,-16.6410043111,254.373836
-81.776613,120,-17.4091136617,275.318302
-80.160608,122,-16.8059727046,295.779865
-81.159822,122,-17.4349348769,314.666495
-80.664898,120,-17.7959988745,336.884386
-79.854138,118,-17.1597740279,355.71004
-82.798118,124,-17.5739666192,376.654763
-80.697249,122,-16.8981226804,395.733936
-81.057567,120,-17.3029015619,416.094344
-81.036557,119,-17.0657936138,435.433464
-81.090601,120,-17.3156597417,454.29341
-79.914541,123,-16.8055341364,473.960851
-81.101683,123,-16.7743006464,494.868
-79.185049,117,-17.3521043749,514.628697
-78.86598,115,-16.3073995911,533.914768
-81.929803,124,-17.6520910674,556.075924
-79.998735,118,-16.8756770897,576.028555
-80.341276,123,-16.6562389517,597.984759
-81.758945,122,-17.7327081781,617.626697
-78.813037,125,-16.11020967,638.697974
-78.187314,118,-16.4540064984,658.354342
-81.504212,118,-17.7272366592,680.385503
-79.86487,120,-16.646591755,700.776047
-79.876603,121,-16.7370234482,720.501251
-80.435875,121,-16.8942670386,741.066764
-79.124822,118,-16.8145592251,760.489124
-81.314487,119,-17.1705683367,780.838519
-79.094651,117,-17.612471459,800.273332
-80.868235,118,-17.7784822624,820.96999
-78.307821,121,-16.0952822105,841.289231
-80.141339,119,-16.9161611068,861.167367
-80.10812,124,-17.6374702647,882.789038
-82.455826,124,-17.7378018442,904.054215
-80.553271,122,-16.532112963,925.817708
-80.676675,117,-17.9385325378,945.946908
-80.316409,120,-16.9514686376,967.593278
-78.843646,118,-16.7372274081,987.320766
-79.45124,116,-17.6965455762,1007.530771
-80.488185,117,-17.3585271739,1027.954286
-80.171555,122,-16.9854000062,1050.724382
-80.099848,119,-17.4831582111,1070.658126
-78.762632,119,-16.4881890711,1091.653358
-81.539583,123,-17.6121450847,1113.190229
-81.862655,120,-17.801954208,1133.776448
-80.550512,125,-17.2202061544,1154.970975
-79.185753,119,-16.0813254944,1175.862526
-81.502077,123,-17.4497910688,1197.657427
-78.7522,120,-17.4910653419,1218.312548
-80.475663,118,-17.5580563926,1239.078786
-79.996883,120,-17.0512284037,1261.144617
-81.692274,125,-17.4227540282,1283.108134
-78.032547,117,-16.1210147478,1303.901718
-81.233053,123,-17.0358154857,1326.578678
-80.14551,122,-16.083914783,1346.793116
-80.794855,118,-17.6862000975,1366.972336
-81.29001,124,-17.1273523108,1388.709037
-80.487561,118,-17.2665027079,1409.825687
-81.00796,120,-17.4246788435,1430.486037
-82.311764,121,-17.5185322822,1451.858383
-81.838446,119,-17.904242827,1473.428167
-80.990748,119,-17.4770037638,1494.032642
-82.087659,128,-17.6720823353,1516.410691
-79.741401,117,-16.9744462967,1537.788757
-80.795295,121,-16.9079394908,1559.517686
-79.673107,116,-17.2292360547,1579.612106
-80.881081,118,-17.4651162973,1599.981216
-80.464463,123,-17.0251650645,1621.365999
-80.107299,121,-16.6662101315,1641.61502
-79.955793,118,-17.5250230456,1662.23148
-82.594429,121,-18.1248760789,1684.708301
-80.956755,124,-16.6657014601,1707.454935
-81.529721,122,-17.0133435326,1730.841679
-80.07411,118,-16.9397127187,1751.49321
-82.174826,127,-17.7588481233,1776.005382
-80.387133,122,-16.7944118067,1797.944297
-79.415904,121,-17.0011903268,1821.115717
-83.877177,121,-18.728803135,1844.29958
-80.86834,122,-17.2611890323,1865.413016
-81.015136,122,-17.1985413527,1889.200047
-79.981412,119,-16.4127775734,1911.297664
-83.149616,121,-18.0147932067,1933.74168
-81.072992,120,-16.8682518631,1955.845425
-79.758621,118,-17.0682585966,1976.437449
-79.07291,118,-16.5762670627,1997.723471
-79.037481,115,-16.883742843,2019.217871
-80.543111,122,-17.6928035932,2041.355584
-80.915641,119,-17.5699624515,2062.12259
-81.61399,123,-17.3280469692,2083.541538
-81.538318,120,-17.1980900925,2105.879528
-81.025226,118,-17.3734898979,2127.580697
-79.240877,123,-16.2555782581,2152.774258
-81.30049,118,-17.2642547498,2173.229392
-78.514706,120,-16.6388790507,2195.005758
-80.065672,121,-16.9561676911,2217.342479
-80.100741,121,-16.2239301828,2239.378764
-81.44691,123,-17.365337748,2261.350277
-82.329125,120,-17.6580969381,2283.920974
-79.207938,119,-16.4587152126,2305.483364
-80.577436,120,-17.5439111744,2327.31142
-81.668289,123,-17.094731442,2350.486325
-79.95969,122,-16.8896960023,2372.229757
-80.515786,120,-16.9102763001,2393.752324
-79.28643,119,-17.0713133228,2415.796467
-78.463283,119,-16.2222297408,2437.617987
-79.54228,119,-17.1145732899,2459.668675
-81.792034,127,-17.3283749248,2484.153487
-81.790449,120,-17.27206421,2507.596813
-79.467404,119,-16.8989103998,2528.784967
-79.954648,124,-16.1563539189,2551.229463
-80.382767,120,-17.2061421392,2573.379969
-81.672053,120,-17.5014795038,2597.274382
-83.076891,121,-18.8912997077,2619.678042
-81.836385,124,-17.8050945931,2642.568748
-80.097371,117,-17.1369797536,2664.021056
-80.620683,125,-17.2806051633,2687.204796
-81.483395,120,-17.00083838,2709.367567
-79.971894,119,-16.6892420465,2730.599594
-80.847247,118,-17.1628471858,2751.664884
-80.998776,122,-17.2097698637,2772.045343
-80.43278,120,-16.9867632137,2792.293308
-81.68109,118,-17.9303396647,2812.537685
-81.30835,122,-17.3607232022,2833.622073
-80.608875,122,-17.495759768,2854.500486
-78.24358,117,-16.9749259866,2876.213253
-80.318991,118,-17.101653182,2898.142777
-81.078551,118,-17.6370224963,2918.782768
-80.228194,118,-17.2061723829,2939.016957
-80.075929,120,-16.6824539994,2958.842849
-79.678969,119,-16.4988640346,2979.082228
-79.55169,120,-16.3330010324,2999.629579
-79.778739,121,-16.7111435247,3020.522972
-80.470477,119,-16.6493657884,3041.768028
-82.006434,124,-17.0968294921,3064.438755
-80.786359,124,-16.8888440046,3086.543288
-79.969712,122,-17.1145497002,3107.81092
-80.195432,121,-16.4829338792,3127.614441
-78.650051,121,-16.1965914938,3148.375911
-80.51463,122,-17.3239280333,3168.875036
-80.51767,118,-17.560223435,3188.648739
-80.616374,123,-17.2150049412,3211.050502
-81.297522,124,-17.1742489845,3234.817492
-81.648855,131,-16.9357189333,3259.312523
-78.904027,119,-16.3326150717,3279.792167
-80.331207,124,-16.7553427678,3301.390855
-80.545986,123,-16.2301228341,3322.909856
-80.922913,118,-17.1751822203,3344.395182
-79.682859,120,-16.6807504701,3365.977741
-80.01639,116,-16.4491246698,3386.30388
-82.511863,120,-18.2080568015,3406.262758
-79.737328,118,-16.4810134015,3426.86906
-81.376172,119,-18.4505022314,3448.326197
-82.392786,121,-17.4719774776,3469.770638
-80.110665,118,-17.3790253915,3490.857448
-81.454358,120,-17.1496812575,3512.253749
-81.251438,120,-17.3660452983,3533.438367
-78.648123,117,-16.6088805372,3554.056957
-80.119731,123,-17.031379925,3576.112441
-79.341918,119,-16.2910665812,3599.776301
-78.468824,115,-16.8053937026,3620.034025
-82.797819,126,-18.0112076983,3641.934486
-81.684618,122,-17.3002970522,3663.601571
-79.163731,118,-16.9108731455,3684.986114
-81.110112,119,-16.7014961735,3705.645719
-79.264533,118,-16.9696352971,3726.294962
-80.868711,119,-17.010648312,3747.773071
-79.347702,123,-16.1755673552,3768.611609
-80.619379,116,-17.5150505961,3788.795895
-79.902242,118,-16.7500713188,3810.641007
-79.689535,120,-16.6407265327,3831.39695
-79.801161,121,-16.5144433591,3853.179461
-79.732679,119,-17.3944889541,3873.878088
-81.081825,123,-17.464937154,3896.305274
-82.206184,126,-17.5187715516,3918.346035
-81.742149,118,-17.5909348728,3939.65214
-80.347823,120,-16.6482585676,3962.141901
-81.77998,121,-17.7779316639,3986.178636
-81.560478,123,-17.371070563,4007.697726
-79.999459,121,-16.7668718376,4027.974329
-81.54707,124,-17.7189122006,4050.455069
-81.904705,123,-17.0720128526,4074.127437
-80.06842,121,-16.4878768865,4096.006864
-82.476971,123,-17.5726602834,4117.543962
-79.932421,119,-17.232947533,4137.952001
-78.828314,118,-16.5361871614,4159.219335
-80.658899,124,-17.5242414144,4182.034528
-81.749712,122,-17.2289845567,4203.462545
-81.520567,123,-17.5826333255,4224.770021
-79.008987,122,-16.2763589438,4245.991935
-80.204439,123,-16.5820594022,4267.146884
-81.101188,120,-16.5944299649,4288.72192
-80.418484,121,-17.6333649037,4310.318878
-80.781142,119,-16.4882182796,4331.613826
-81.14198,121,-17.2024326697,4352.294235
-81.170538,118,-18.0273183164,4373.30678
-80.747592,126,-17.1805883359,4395.910674
-78.332992,120,-16.9276303609,4416.046985
-79.948764,119,-16.6844688938,4436.941101
-79.062217,123,-16.3051521042,4458.903054
-79.319774,117,-16.2559668625,4479.743191
-79.185303,118,-16.5353653216,4500.825983
-80.551409,119,-17.14700698,4521.605673
-80.596534,119,-16.8936860698,4542.497763
-80.299044,121,-16.7451868033,4564.371612
-80.945166,117,-17.6183757799,4584.812178
-78.182329,115,-15.943977749,4605.400938
-79.929546,117,-16.8302388053,4626.035362
-80.171908,118,-16.6557019306,4647.471331
