#{"t_start": 1512457165.6794207, "gym_version": "0.9.4", "env_id": 0}
r,l,s,t
-80.976435,122,-17.1151508461,19.698273
-81.338615,122,-17.2301445088,38.567832
-80.632117,121,-16.6755741371,58.071861
-80.233047,118,-17.086418133,77.148178
-80.824347,120,-17.3028167543,96.350832
-81.566459,119,-17.8884177071,115.289807
-82.199971,121,-17.3628272774,135.831696
-81.337534,120,-17.344294739,155.80812
-81.315245,121,-18.2142195779,175.103312
-80.475074,119,-17.6484575107,194.825624
-80.298668,120,-16.770142687,213.546664
-81.801816,124,-17.8940828171,234.29034
-79.4617,123,-16.6603413152,254.13498
-81.029056,118,-17.209557047,274.785915
-81.639304,125,-17.1247621209,295.749525
-80.720124,120,-17.4002850854,314.250012
-82.49639,121,-18.7504712504,336.681885
-82.25657,122,-18.2484224055,356.263692
-79.744089,120,-16.597522445,376.515514
-80.395374,120,-17.604412769,394.935627
-78.251685,117,-16.1767536112,414.886075
-80.035614,119,-16.9550706585,434.188432
-80.845722,120,-17.430022124,453.30145
-79.650039,119,-17.224674572,472.217762
-79.962767,119,-17.1311916701,491.571945
-81.321118,121,-17.2383131511,512.521775
-81.04623,121,-17.2402636877,533.001761
-81.636659,129,-16.9685809212,556.431042
-81.019161,120,-17.9857804407,576.687794
-81.46482,123,-17.5879889575,598.70842
-79.485591,119,-16.816870819,617.632352
-82.048559,120,-17.3454525587,637.963437
-82.226649,121,-17.8684135777,657.92075
-80.35112,121,-16.9244958622,680.587672
-79.473625,116,-16.6285317923,700.206338
-82.350603,125,-17.4829708584,720.688711
-79.765798,116,-17.4649857711,740.283238
-81.01219,120,-17.8928042108,760.148542
-79.48623,121,-16.403082365,780.773008
-81.977946,119,-19.2189353021,800.660515
-82.458213,120,-17.6178262503,822.106877
-80.26118,116,-16.630534297,840.980028
-82.438909,127,-17.1230688083,862.804514
-82.844266,121,-17.5157439777,883.647111
-81.443315,119,-17.8702069405,903.907823
-81.142186,120,-17.7633232503,925.160758
-80.214802,120,-16.473930075,945.907697
-82.123176,122,-18.1528616327,968.254158
-80.067394,121,-16.9619946191,988.483921
-81.456447,121,-17.3166729342,1010.060403
-81.546513,122,-17.3385024758,1032.950953
-80.246215,122,-17.3585893395,1053.837157
-79.39455,120,-16.6742788066,1074.342997
-81.084883,120,-16.9932326426,1095.099255
-79.584374,122,-16.4033912293,1116.020359
-80.402029,121,-16.9690950649,1137.178519
-82.042948,123,-17.3380539893,1157.759063
-80.954224,116,-18.8142058828,1177.972856
-81.868505,122,-17.7336684785,1199.741459
-81.679485,123,-17.496935865,1221.231163
-80.66452,119,-17.1926088449,1242.063982
-80.028742,122,-16.4467748202,1264.399187
-80.356525,119,-17.2925855581,1285.347986
-79.86005,120,-16.7293392799,1306.919765
-80.966531,122,-17.253190295,1328.95086
-82.211398,119,-17.9388040015,1349.057562
-81.043036,119,-18.0130741456,1368.917985
-79.307324,119,-16.3895452846,1390.007147
-81.013189,121,-17.2830361309,1411.751017
-79.615727,124,-16.6928438513,1432.837484
-79.507824,117,-16.7990075347,1453.507066
-81.460145,119,-17.4449539899,1475.262254
-80.645381,120,-17.2727173489,1495.70775
-79.807043,120,-16.6740785334,1516.857656
-80.279153,118,-17.229770114,1538.505096
-81.913187,126,-17.6519418882,1561.05966
-81.904095,120,-17.5778818784,1582.040652
-83.742381,125,-18.4337655595,1603.482979
-81.152015,122,-17.2756283343,1624.514984
-80.28296,122,-17.654984432,1644.909321
-79.477114,119,-16.3421168297,1666.356307
-80.405544,119,-16.7203092504,1688.324252
-81.749657,122,-17.3586255685,1710.532547
-79.904816,121,-17.3713021988,1733.404663
-81.267402,121,-18.0364032556,1756.981755
-79.988095,119,-16.9075135121,1778.431598
-82.224734,122,-17.5787366786,1800.290867
-79.709073,120,-16.8021729938,1823.154091
-80.749183,118,-16.754860632,1845.531402
-80.601379,123,-17.1487813005,1867.183725
-80.963082,121,-17.5354561816,1890.457821
-80.551766,119,-16.6898374427,1912.734676
-81.848205,124,-17.6754536364,1935.887144
-80.108839,120,-16.5739427784,1957.530761
-79.41665,118,-17.0343366206,1978.212681
-80.953482,124,-17.2317076548,2000.648635
-81.24986,120,-17.2472779394,2023.119275
-82.477549,121,-17.4942847617,2045.009368
-80.83728,121,-16.9879392458,2065.967798
-80.18373,119,-17.2115519104,2086.854136
-82.582891,120,-17.8365399555,2109.351912
-79.984119,119,-16.6360158995,2132.59808
-80.744097,125,-16.944561377,2156.834574
-81.562972,121,-18.0772618376,2177.362534
-80.441358,120,-17.1872221015,2199.969774
-80.764638,119,-17.3223144131,2221.724726
-78.438983,115,-15.4720367795,2242.034207
-78.7509,116,-17.157844776,2262.925611
-81.02337,122,-17.4941620925,2285.966238
-78.58163,118,-16.4195487057,2307.323363
-80.376589,119,-16.9517656414,2329.011258
-79.397611,118,-16.6527793752,2351.012845
-79.662064,117,-16.4251556179,2371.805419
-80.998437,119,-17.412376034,2393.219111
-79.869284,122,-16.8783659729,2415.81778
-81.208394,121,-17.3218858709,2438.033802
-79.379003,117,-16.6881009624,2459.741198
-78.798932,119,-17.0287400033,2482.548411
-79.922506,116,-16.7729166939,2503.701466
-81.049489,120,-16.8321605026,2526.658054
-82.129783,120,-17.4698621022,2548.308407
-79.27172,116,-16.4258999984,2569.207844
-78.240967,117,-17.0385328376,2592.406682
-81.531773,123,-17.1415013304,2615.931741
-80.140909,119,-16.6109227976,2637.774426
-82.284201,122,-17.619206384,2660.370352
-79.417847,116,-16.8437970414,2681.440723
-80.6981,119,-17.299439932,2703.814702
-81.272754,125,-17.2630726422,2726.06427
-80.338134,119,-16.6863598723,2747.386745
-80.878131,124,-16.8397161105,2768.202289
-82.345511,123,-17.2627987175,2789.296844
-80.399507,120,-16.9367275005,2810.125182
-80.805452,118,-17.4774469489,2829.563806
-82.660826,126,-17.8477014268,2851.601717
-78.306782,117,-16.6472427292,2871.495246
-80.386886,119,-16.8897643599,2895.020745
-78.908396,118,-17.2543106142,2915.760686
-81.643607,121,-17.3793330916,2936.883201
-77.620633,120,-15.7401683759,2956.707259
-80.510188,118,-17.4011454299,2976.287945
-77.656653,122,-15.6978408154,2997.710845
-81.039866,120,-17.1181056026,3018.398052
-82.002889,123,-17.4281939538,3040.188732
-81.079869,120,-17.2227574092,3062.22159
-79.651464,119,-16.4724286242,3083.419263
-80.819043,128,-16.3726805593,3105.943708
-80.343109,122,-16.5145839929,3125.840972
-78.850538,116,-17.6904625044,3145.716651
-81.796728,121,-17.4920545511,3165.898783
-82.245969,126,-17.2867675002,3187.15505
-82.551824,126,-17.8999382284,3209.89936
-79.196048,119,-16.538592685,3231.413772
-79.916795,117,-17.2526282441,3254.932771
-80.847052,120,-17.0867149545,3275.645092
-80.954181,117,-19.3249776356,3296.214001
-82.479748,122,-17.9451431607,3317.5076
-80.081155,121,-16.9327468392,3339.240912
-83.392621,123,-18.252369903,3361.708292
-79.018902,121,-16.7154749722,3383.035024
-81.085001,117,-17.430348285,3402.189939
-81.456733,122,-17.6456084104,3423.073005
-80.590179,120,-17.0199261428,3444.504122
-80.406609,119,-17.1421788682,3466.07864
-82.070342,120,-17.742184868,3487.300091
-80.124849,120,-17.5696314174,3508.82719
-81.345407,120,-17.3378574031,3530.179322
-80.544307,119,-16.8181908732,3551.136544
-80.229803,116,-17.523215913,3572.035293
-80.071447,123,-16.1036109899,3594.199717
-80.248543,118,-16.6835858953,3617.235521
-81.186648,123,-17.690096797,3638.200691
-79.428064,117,-17.2534470956,3659.114461
-78.881655,119,-16.9722375842,3680.663671
-80.507662,121,-16.8183542862,3701.856951
-81.982597,120,-17.3344202098,3723.331293
-80.12684,119,-17.1522626083,3744.224909
-79.49837,119,-16.8859131457,3764.9224
-80.647338,124,-17.5686611383,3786.23989
-81.91509,122,-17.6218933911,3808.623203
-80.449203,118,-17.7721838195,3829.098407
-83.103643,120,-17.6406135422,3850.566674
-79.547195,117,-16.925446139,3870.955237
-80.71507,121,-16.6990542036,3893.172447
-80.589312,119,-16.9920896949,3914.001915
-80.081472,115,-17.1278729056,3934.505319
-82.932148,122,-18.0383895549,3957.263084
-81.991457,118,-17.2333182575,3980.84644
-79.80635,123,-16.3999648393,4002.388664
-79.289799,116,-16.6237844002,4022.460446
-80.55561,120,-16.9087875263,4043.474192
-81.365745,122,-17.1510780402,4066.707994
-81.722617,123,-17.4562259079,4089.147199
-82.657439,121,-18.1453053088,4110.976727
-80.490784,120,-16.670624238,4131.632943
-81.732205,126,-17.2270517995,4153.821275
-82.543282,122,-17.3769016413,4176.372096
-79.71613,119,-16.78176872,4197.542796
-81.350534,125,-16.9405644669,4218.956479
-80.705875,121,-16.6701029407,4240.389708
-80.183774,121,-17.0603936275,4261.006509
-80.043391,123,-16.9449562319,4282.64805
-81.773745,120,-17.2107827759,4304.003714
-81.900636,124,-16.7567820975,4325.514936
-77.138171,120,-16.1042053499,4347.332804
-81.343171,123,-17.0471498655,4369.201855
-80.55119,122,-17.406870726,4391.083067
-79.747308,117,-16.877155747,4410.786205
-79.281335,118,-16.6810080228,4431.177383
-81.41375,119,-17.2267179595,4452.730218
-82.852675,123,-17.5406304687,4474.373855
-81.321405,120,-17.4658734644,4495.680923
-80.338678,118,-16.3718697766,4516.560526
-80.842502,121,-17.033016083,4537.185621
-81.796166,124,-17.1933076549,4560.234455
-78.801037,118,-16.6238461613,4580.847235
-81.718824,121,-17.8759676647,4602.532779
-80.726236,119,-17.1300093869,4623.378627
-78.973192,119,-16.496752467,4645.156722
-81.528675,122,-17.1829394883,4666.564593
-82.418428,120,-18.3010429892,4688.173752
-80.825455,121,-17.079013966,4711.310247
-80.492542,118,-17.591579641,4732.718677
-81.475391,120,-17.1445517229,4754.914598
-81.146195,121,-17.9100752407,4776.260598
-81.181502,123,-18.0224812131,4798.671224
-80.147245,119,-16.5514611542,4819.944824
-80.983081,121,-17.1186517533,4842.95075
-80.632794,118,-16.8898071936,4863.812363
-80.559943,119,-16.8312836485,4884.793617
-82.278307,122,-17.1056561593,4906.416138
-79.661742,117,-16.5545916675,4928.588114
-80.636142,122,-17.1208104682,4951.211141
-81.516629,121,-17.8782289067,4972.549069
-80.159148,123,-16.4811865943,4993.681432
-79.318848,119,-16.6867490281,5015.290224
-79.764889,117,-16.5636730376,5036.806209
-79.202008,121,-16.5266228306,5058.199407
-81.304416,123,-16.9954760118,5080.977489
-81.125475,120,-16.9513926601,5103.164148
-80.679959,119,-16.6199449279,5124.425875
-81.383939,121,-17.6278983415,5144.855412
-80.139264,119,-17.1068465609,5166.110755
-80.196117,120,-16.776473563,5187.941614
-80.37616,120,-17.0672468818,5209.154684
-80.781687,122,-17.2112317042,5231.579611
-80.810254,122,-16.9423124565,5253.711142
-80.695081,123,-16.8738641868,5275.569699
-82.649275,125,-17.4876891559,5296.833473
-81.56976,119,-17.5206234462,5318.184755
-81.229102,120,-17.5039631156,5340.924615
-79.93368,121,-16.6353287762,5362.679043
-79.985946,118,-16.493712294,5384.095238
-80.894155,122,-16.7206616363,5404.864313
-81.019328,119,-17.1261843542,5426.316886
-80.447657,122,-17.2624328341,5450.133373
-82.742275,124,-17.5345389642,5472.104601
-81.427905,122,-17.5787891735,5493.46797
-81.353532,120,-17.1530556431,5514.922604
-77.972126,119,-15.9903913895,5535.159075
-79.94187,120,-16.5758387124,5556.589501
-81.515005,121,-16.947224382,5578.000995
-80.271943,117,-16.8123287804,5598.83336
-78.604588,118,-16.0328054008,5619.249955
-80.850984,118,-17.6582710105,5639.718358
-80.521649,119,-17.1187044103,5659.685483
-81.451776,122,-17.164400655,5681.308326
-80.420277,119,-17.491701309,5702.558039
-80.815613,121,-17.0703419762,5723.685039
-81.157798,120,-17.1655799537,5745.637324
-82.73278,122,-17.5327505659,5766.359935
-79.162247,119,-16.4150887017,5787.229944
-81.491606,120,-17.3238997369,5809.430444
-80.270513,119,-17.0243437786,5830.070432
-81.229568,120,-16.8579977395,5851.337747
-78.194497,122,-15.6268211,5871.800887
-81.342563,123,-17.0945067344,5893.152445
-79.402043,118,-16.7047011508,5914.952638
-81.541163,120,-17.1091521697,5935.110664
-81.520785,127,-17.0155704453,5957.051145
-81.222279,118,-17.4389925821,5977.081245
-79.919967,117,-16.8606203744,5998.2071
-82.589815,124,-17.763820458,6020.19856
-78.885008,119,-16.2059757855,6041.643245
-79.829179,119,-16.250748805,6063.793277
-81.521533,122,-16.9466159723,6086.600381
-81.35921,117,-17.7464069583,6108.187246
-80.167392,121,-16.5415441144,6130.436392
-80.12394,122,-16.5062756664,6152.910762
-78.82553,120,-16.2820718955,6176.360538
-80.880518,122,-17.0822776577,6198.408203
-79.345779,122,-16.3919534895,6221.061931
-82.619889,127,-17.5565038034,6245.7142
-81.054445,119,-17.2133533217,6266.352137
-82.062959,124,-17.4479543774,6288.323627
-81.077763,121,-17.0010857075,6310.707721
-80.11501,118,-16.7991166553,6331.573066
-80.779975,119,-17.5066611285,6353.446682
-80.44805,120,-17.3458441148,6375.17412
-79.614707,117,-16.5842277768,6396.546161
-79.838097,117,-17.0056617863,6418.034014
-80.276639,118,-16.7491430736,6440.341366
-81.480615,120,-17.2925725526,6462.863689
-80.135306,120,-16.8111269606,6484.179861
-80.637701,120,-17.146337863,6505.483392
-79.86609,117,-17.0492376403,6526.869288
-77.094829,119,-15.9941661763,6550.141729
-83.404495,130,-17.294850983,6572.326122
-76.140319,119,-15.4953807253,6594.767228
-80.589642,121,-17.2382590943,6617.357615
-82.427421,122,-17.5671884472,6638.995968
-81.170352,124,-16.9097496491,6660.737044
-80.482418,119,-17.2533595985,6682.497214
-81.839428,123,-16.9566425254,6705.25078
-81.277845,120,-16.8514724764,6727.120363
-82.006463,122,-17.3713731398,6748.875432
-80.041174,119,-16.2962395987,6770.518241
-79.632483,117,-17.5604257089,6791.388836
-82.135855,130,-17.5821065062,6814.050002
-79.265325,122,-16.3198182746,6836.038779
-82.323462,127,-17.5867895742,6858.478411
