#{"t_start": 1512510697.4189599, "gym_version": "0.9.4", "env_id": 0}
r,l,s,t
-81.515849,181,-9.32503774117,33.283512
-81.665102,189,-7.58012491082,67.773138
-81.814566,149,-14.921124859,95.882843
-81.130201,256,5.37835108151,144.812369
-82.153782,154,-13.4189407096,175.219022
-80.502161,146,-13.5917087498,203.537273
-80.631767,141,-14.3121432699,230.289639
-81.837058,166,-11.6020207188,263.231108
-79.450404,182,-9.39225443561,298.699128
-81.771879,149,-13.9038665999,329.263173
-81.33609,143,-14.7355019589,357.799978
-80.486207,143,-13.4999963055,385.066332
-81.053822,190,-8.7911245897,423.645149
-83.995045,173,-12.3314855194,458.383329
-80.108193,189,-6.43225632961,493.948274
-81.791892,163,-13.5395027018,524.77261
-78.947719,219,-0.77153298092,566.110608
-81.003292,144,-14.4537401758,593.319529
-80.980554,146,-13.8748220783,622.304951
-79.675362,136,-14.2492535006,647.458237
-82.588333,201,-5.9525517382,687.030791
-82.757282,217,-3.09466114623,730.892193
-80.493165,176,-10.7261166758,765.786564
-80.92302,163,-11.1944293482,797.973105
-88.044591,194,-12.6822320926,837.539469
-79.40245,177,-9.09678861656,875.079697
-80.440674,198,-6.64198750985,913.493124
-80.849669,173,-10.0256795359,947.125501
-80.845636,140,-14.0102094741,973.698841
-79.465476,155,-11.5634120709,1002.387124
-82.575379,183,-10.6711620239,1039.650972
-81.17921,155,-13.3849551476,1071.854537
-81.850649,197,-8.26428814895,1111.656141
-84.385148,193,-8.98368398122,1148.807987
-78.836847,166,-10.1662462837,1181.601393
-79.694221,209,-2.88764869326,1226.224645
-81.233101,152,-13.1456095018,1257.851143
-79.653662,165,-10.2622480316,1292.695522
-81.41305,232,0.707939290518,1340.458324
-80.536016,152,-13.5025351485,1371.992835
-80.58984,188,-7.0520628153,1409.905462
75.982977,141,38.4979613445,1437.312735
-80.412462,205,-3.28242438319,1476.352928
-80.039653,190,-6.24124922022,1512.460839
-83.540384,187,-11.0649129449,1548.748091
-79.425575,219,-1.18989170885,1590.769918
-81.483562,172,-11.079874534,1625.717822
-81.054149,159,-12.1459939146,1656.51805
83.556678,261,68.9188408061,1708.186319
-80.391465,211,-2.28694248394,1749.801965
-81.521341,164,-11.0492114526,1782.430881
-80.07781,186,-6.56601043505,1820.722306
-79.582353,212,-2.35846331807,1863.366067
-82.632894,224,-1.49790348887,1908.966019
-80.134571,248,3.39957617869,1958.835018
-79.89105,173,-9.35522716386,1993.575018
-80.076478,154,-12.4588586464,2025.375097
-81.177682,181,-8.54300876342,2060.572681
-77.152669,171,-9.24913692324,2095.834237
-81.247129,158,-12.4466652789,2127.97366
-81.579315,183,-9.9893590754,2166.795516
75.571112,157,44.8399010828,2200.627493
-81.06575,155,-12.6020242884,2233.292815
79.514415,252,65.5581107639,2285.429525
-80.781852,193,-6.21130578544,2324.952071
-82.592825,250,-2.06132515926,2376.928132
-77.448222,146,-13.1891316636,2405.929027
-78.937123,180,-9.10286896557,2443.801929
76.031266,185,47.918328431,2486.207119
75.966597,188,48.2789026513,2526.7699
-81.658972,184,-8.71560735293,2565.654874
82.572484,260,68.0452398797,2622.356832
-80.784561,204,-5.22892818676,2665.751869
78.508089,251,65.9935011938,2721.906223
76.285226,142,41.760258145,2753.394179
79.018197,150,43.1153127004,2785.785243
-80.76581,162,-11.069213128,2820.67766
-79.024061,199,-6.57216304652,2863.569772
-79.809468,165,-10.7856092714,2900.39103
83.440983,150,45.0166715106,2930.621152
82.525225,174,50.7907117292,2967.300302
84.181826,169,50.3437244993,3003.059255
79.209306,171,48.1179201908,3039.863342
-80.894722,189,-7.79603105493,3080.442935
-80.923829,192,-6.50837747304,3121.381067
77.674625,162,46.6497419073,3155.849727
78.797987,164,46.7488333076,3191.651003
-80.695789,179,-9.0503926092,3229.880282
83.223617,158,46.1247824539,3263.52405
-80.71689,209,-5.96574177102,3308.921836
-81.907698,210,-4.01917794057,3355.500037
79.429144,190,51.8351296142,3398.733615
79.295381,225,60.403338108,3449.305956
87.656843,183,55.9220638174,3489.070421
84.162127,173,49.6123235771,3528.00903
83.662503,174,51.6199121612,3567.196666
-81.233015,256,4.47279271174,3623.732609
82.581611,217,58.8728032653,3670.740854
77.910411,153,41.4640379543,3705.172558
78.434066,183,52.0325717485,3743.83218
83.558096,155,47.0205556859,3779.164832
81.711592,166,49.6033731532,3817.313489
82.420154,174,48.6233981517,3856.439968
-80.991497,247,3.22672437291,3911.598293
85.185839,184,53.2392125612,3953.016142
-78.895502,222,-0.443786252554,4002.706213
80.129929,199,54.0508768957,4047.213534
85.816107,176,50.3681644417,4086.682255
-80.947565,205,-5.01089465576,4131.399272
83.61528,157,47.8168758424,4166.63907
77.874471,216,59.1212403402,4211.595989
83.839136,216,60.2527154962,4263.120983
87.440475,171,52.172109114,4300.415402
80.780773,137,39.5038785502,4330.935308
84.117919,173,51.0583121346,4369.249304
83.326565,169,50.23955067,4407.204471
79.861769,152,44.527987812,4441.475546
78.204522,143,40.0516883355,4473.15026
79.247252,165,46.9703621218,4509.432796
84.477657,134,42.490629931,4538.523328
79.072346,152,44.7846503594,4573.310644
83.348717,186,53.4960832307,4614.129567
82.597116,144,42.6069636497,4647.335964
90.369454,137,43.1398162376,4677.144708
86.619958,160,47.8506247459,4713.606831
70.32183,148,40.9146355262,4745.583848
65.546221,164,42.2235194532,4781.512857
80.628578,146,43.7412429042,4813.353317
80.711583,150,44.392545226,4845.32232
78.324902,127,35.2779003963,4872.930467
84.206898,140,42.7949038584,4903.856514
81.487388,151,45.7006806847,4937.023113
79.544007,152,44.9054025829,4969.796073
86.736777,135,41.4377008449,4998.732079
83.844848,128,38.5047362562,5027.671728
87.406944,173,52.4263745531,5065.639408
81.722231,137,40.1485945065,5095.994846
81.048793,136,40.7745968869,5126.629666
81.136512,140,42.8297895732,5158.342027
82.242896,144,44.4288882782,5189.054383
85.212015,134,39.507358033,5217.910933
80.599544,149,42.5944415688,5249.383639
81.618333,141,42.6519031253,5278.60202
84.093083,129,39.7322675338,5306.73367
85.826507,270,72.4389285595,5363.851284
86.19792,128,39.2863539832,5390.929761
79.911537,133,40.4255302452,5419.117567
76.715349,162,45.3162605857,5452.843906
83.646726,130,40.7175291119,5479.063128
66.202413,149,40.1911901711,5509.524371
82.076091,133,41.364191678,5537.902813
81.807498,122,35.4542490929,5563.565485
82.194943,141,43.1662451995,5594.266592
90.247725,133,40.9801481104,5622.164795
81.452382,134,41.1235507664,5649.335268
83.055919,125,38.1462540744,5673.981628
82.331332,138,41.9648667673,5701.511345
79.50249,156,45.9191984515,5733.919557
85.708531,126,39.4033195276,5759.787547
82.819405,148,43.4572055792,5789.8283
83.561559,135,41.7587258436,5817.207619
83.944881,135,40.8805538461,5844.454897
86.348835,135,42.301520936,5871.030751
85.233094,138,42.2356090258,5899.195321
82.782272,128,37.7730343928,5925.066046
86.523361,131,40.3914073701,5951.571028
85.763157,132,40.7356146671,5978.079617
84.342095,132,41.9358181554,6007.005631
85.094018,139,43.578369208,6035.159455
83.314463,147,45.1953652171,6065.528162
81.653837,140,42.9118928611,6093.586924
80.310074,122,33.4788871544,6117.852668
85.756484,133,41.7562271155,6145.137784
80.536484,133,38.094945255,6172.2651
84.61274,134,40.3343454957,6199.442862
63.700479,105,24.8489447997,6221.026612
79.379297,129,37.0861526316,6246.913842
79.257583,137,41.1543025192,6274.161743
73.639348,139,39.339864719,6301.651437
82.003152,136,41.0923214196,6328.780964
81.235796,130,38.5426780092,6355.800284
81.332318,130,40.1151899197,6381.689995
75.535203,137,39.5555176077,6410.835514
87.889227,131,39.6849990118,6439.208539
65.507046,104,25.2086475547,6460.576762
84.633774,130,37.4644391685,6486.870438
82.766349,123,37.0803879071,6511.176682
80.557165,129,39.2917290078,6537.285487
85.740621,129,40.4818152747,6562.700698
87.379156,129,39.6639997144,6588.133768
80.184589,125,35.4020479734,6612.301978
84.632496,131,40.0211796983,6638.237823
86.045798,134,42.1967190526,6664.909757
79.360629,122,32.8602245367,6689.296377
84.783698,135,41.9723006601,6716.709915
86.091431,132,41.1936945484,6742.948979
81.087957,134,41.1023505553,6770.010274
86.70006,131,40.8084245858,6795.779439
83.166698,124,37.7365061965,6820.343899
87.09791,129,41.0601128041,6847.489733
82.174686,131,39.7435462251,6874.39824
85.104387,123,37.4870460063,6899.546531
81.068143,120,33.7700371196,6923.539866
85.568616,122,35.9154528073,6947.484664
74.832964,114,30.4519935029,6970.591532
87.505238,126,37.3361860064,6994.865907
77.664871,158,44.5915216399,7027.511986
83.911147,131,40.5307704685,7053.609366
85.037817,122,34.8606315856,7077.800771
88.522693,128,40.4127851995,7103.508043
86.835961,129,40.3351979557,7128.576826
88.375254,121,36.8349380252,7152.410134
57.082641,105,23.9362058766,7173.314214
87.177082,119,36.5942412533,7197.615489
83.775192,142,41.3255962733,7225.573917
87.970823,128,40.5916650989,7253.089917
85.363324,122,37.8598675315,7277.406509
83.490426,119,35.2036961935,7300.974022
87.73469,125,39.0779458951,7326.138285
93.8084,128,39.9156673413,7352.047611
88.944905,126,37.444964842,7376.985798
85.654572,116,35.0976533417,7399.894613
84.157098,121,34.9546798083,7424.099074
81.004945,118,33.4485391508,7447.929319
86.397866,120,35.599879789,7472.584948
85.658676,131,40.8916740073,7499.124701
87.21323,131,40.5946626607,7525.798117
86.897805,125,38.6983290162,7550.732328
87.642625,124,39.4332256476,7575.558313
88.192441,123,39.1156491278,7600.056963
89.383463,122,37.7792763003,7625.348786
88.735893,124,38.5495432689,7649.460011
78.540212,116,32.8393577854,7674.195302
81.918519,133,40.9549178116,7700.906648
90.468309,122,38.4264503324,7724.710018
84.664981,125,36.5224945102,7749.644193
72.89945,110,28.6654805035,7770.999413
87.025249,127,40.9032642755,7796.218568
81.012521,120,33.4928250671,7820.124683
85.354068,122,36.9014010634,7844.300853
87.393531,130,40.3613439799,7870.774964
