#{"t_start": 1512108121.3442106, "gym_version": "0.9.4", "env_id": 0}
r,l,s,t
-732.586211,116,0,20.546239
-750.534755,117,0,41.589244
-751.209386,124,0,64.162242
-755.059893,120,0,86.728714
-742.370496,123,0,110.031329
-741.652058,120,0,133.177223
-758.853399,118,0,155.368643
-764.122182,123,0,178.962648
-739.685526,118,0,200.499022
-754.08572,124,0,223.667571
-723.737638,118,0,245.343831
-749.358005,123,0,267.892794
-764.699011,120,0,290.812725
-772.304782,123,0,313.518143
-732.717389,119,0,335.282806
-756.909798,126,0,360.152422
-762.518066,122,0,384.799689
-759.322979,120,0,407.147399
-762.582654,123,0,430.779294
-754.235707,120,0,453.3943
-769.531964,124,0,476.800252
-736.716731,122,0,499.393667
-746.555539,119,0,522.242594
-764.908372,121,0,545.273063
-746.652082,120,0,568.68749
-751.620891,129,0,593.415731
-737.047408,119,0,615.126679
-748.285657,120,0,637.495996
-753.175976,117,0,659.149586
-744.763473,120,0,681.0389
-736.118808,117,0,702.699158
-760.765497,123,0,726.440692
-742.442301,118,0,748.117769
-764.850539,121,0,772.307438
-748.061502,120,0,794.595935
-763.469463,119,0,818.242692
-763.035289,120,0,841.805488
-749.490101,121,0,865.773098
-765.020762,122,0,889.812153
-740.744255,120,0,912.768064
-742.723444,119,0,935.597015
-726.537043,119,0,958.741654
-741.293307,123,0,981.872921
-749.912075,118,0,1004.036798
-752.410295,118,0,1027.069206
-752.362672,123,0,1050.835135
-735.269252,120,0,1073.896362
-718.038183,121,0,1097.480859
-743.811644,117,0,1120.131964
-752.365705,120,0,1142.885529
-740.66942,117,0,1164.795168
-745.026934,119,0,1188.591644
-757.835882,121,0,1211.033478
-744.520234,119,0,1233.391408
-744.159029,120,0,1255.189481
-756.75452,122,0,1279.068654
-744.544151,121,0,1301.749991
-747.266997,122,0,1325.359029
-765.241827,127,0,1350.461315
-737.625804,118,0,1373.762124
-737.410947,118,0,1396.143017
-757.077747,121,0,1419.844876
-750.361793,118,0,1443.061997
-744.038127,118,0,1465.937048
-746.64747,121,0,1488.871981
-738.343538,121,0,1511.765069
-758.440182,120,0,1535.263847
-760.308984,122,0,1559.23713
-743.121667,121,0,1583.091188
-736.883741,119,0,1606.493088
-747.330232,125,0,1631.536807
-741.129302,118,0,1655.68978
-742.732933,120,0,1679.562008
-764.544718,119,0,1703.124359
-766.698554,120,0,1726.114976
-737.644419,117,0,1748.505053
-744.512644,119,0,1770.637338
-756.668923,123,0,1793.147536
-751.726751,120,0,1815.908902
-764.271647,121,0,1838.726924
-755.83422,122,0,1861.32131
-757.88336,122,0,1884.632474
-741.061214,118,0,1908.589036
-722.321819,119,0,1933.145749
-766.951688,124,0,1957.312734
-746.005132,120,0,1982.461307
-747.540667,116,0,2004.350482
-741.010753,119,0,2027.148349
-732.038833,121,0,2050.216313
-757.276797,123,0,2074.088699
-761.07362,120,0,2098.012298
-763.665143,123,0,2121.510753
-765.849112,122,0,2145.130721
-707.922118,119,0,2169.545094
-739.423181,117,0,2192.52897
-733.468685,121,0,2215.292048
-733.920419,120,0,2238.618602
-752.874494,120,0,2262.999833
-735.457217,119,0,2286.47473
-739.057928,120,0,2310.904886
-752.725321,121,0,2335.642817
-742.014988,120,0,2359.907357
-753.009852,123,0,2385.643226
-739.036691,119,0,2409.61648
-745.582759,119,0,2433.532062
-742.601671,118,0,2456.558565
-744.152063,120,0,2480.0464
-748.290021,116,0,2502.730613
-749.346827,120,0,2526.106999
-735.061197,119,0,2549.374743
-754.930349,121,0,2573.051261
-764.059404,118,0,2595.457683
-766.83968,121,0,2618.726497
-732.427632,120,0,2641.737072
-758.055772,122,0,2664.905633
-745.755892,119,0,2687.43883
-756.322857,118,0,2710.526447
-750.15107,120,0,2733.64234
-726.173569,116,0,2756.449194
-737.959668,116,0,2780.922816
-748.433008,119,0,2804.494781
-768.691044,127,0,2830.486957
-746.889843,121,0,2855.062693
-749.954379,120,0,2879.544564
-741.675195,118,0,2903.439333
-752.982419,119,0,2927.875535
-744.83654,122,0,2951.860803
-762.970357,128,0,2976.343972
-744.857967,119,0,3000.488401
-752.186383,122,0,3025.430905
-734.616461,117,0,3049.151669
-746.704153,120,0,3072.683214
-714.405156,115,0,3095.284811
-742.376006,118,0,3117.267514
-733.025534,120,0,3140.35786
-737.983736,119,0,3165.423876
-738.557349,118,0,3190.412249
-754.566767,118,0,3213.487523
-743.417306,120,0,3237.835374
-738.881957,119,0,3262.407466
-759.635689,129,0,3288.717502
-751.955177,123,0,3312.809995
-739.805742,120,0,3336.712446
-749.767814,122,0,3359.916139
-755.055549,120,0,3382.956704
-749.576596,118,0,3406.538563
-735.185721,117,0,3428.732525
-745.832098,118,0,3451.416889
-750.267186,121,0,3473.565683
-738.741428,118,0,3495.218341
-754.196274,121,0,3518.031539
-759.548403,122,0,3542.111515
-729.444763,120,0,3565.284055
-741.757181,117,0,3589.734502
-753.402693,120,0,3613.048927
-751.128915,119,0,3635.483613
-752.841226,122,0,3659.419886
-773.424995,124,0,3684.121746
-716.806931,114,0,3706.273865
-744.934442,120,0,3729.444338
-759.982532,118,0,3751.310157
-754.118583,119,0,3774.480879
-740.053434,122,0,3797.222456
-744.872723,121,0,3820.584506
-726.531804,114,0,3842.108042
-757.451952,118,0,3864.668359
-758.454887,119,0,3888.301145
-749.133063,121,0,3911.447777
-750.72687,123,0,3935.068771
-756.533218,121,0,3958.221807
-754.504725,120,0,3983.585202
-756.425786,122,0,4008.4582
-736.863052,119,0,4031.914816
-738.594404,120,0,4055.551908
-758.664354,120,0,4078.491749
-722.264364,118,0,4102.204438
-758.180558,123,0,4125.078649
-757.172943,121,0,4147.238075
