#{"t_start": 1512108121.3135622, "gym_version": "0.9.4", "env_id": 0}
r,l,s,t
-748.804569,117,0,20.858436
-747.442783,122,0,42.906973
-752.304293,122,0,65.080975
-741.799193,120,0,87.60824
-751.616545,123,0,111.065946
-754.397402,122,0,134.68446
-748.069188,117,0,156.656248
-757.07984,120,0,179.400283
-743.049693,118,0,201.090929
-752.288965,121,0,223.558934
-744.363907,122,0,246.016293
-748.091256,117,0,267.241452
-741.452288,121,0,290.372901
-738.466006,120,0,312.357234
-729.110458,118,0,333.795624
-748.587072,118,0,356.879053
-751.85423,120,0,379.47236
-745.195558,120,0,403.256073
-744.584605,121,0,426.896156
-756.136188,120,0,449.342985
-748.364563,118,0,471.214344
-756.260254,120,0,493.845214
-742.434267,119,0,516.120484
-735.972064,116,0,538.86648
-760.573105,117,0,560.766817
-773.996896,125,0,585.345161
-745.252212,123,0,607.922699
-742.211451,117,0,630.185323
-762.408476,120,0,652.348269
-749.003051,121,0,673.944391
-763.074922,124,0,696.934663
-756.814022,120,0,719.819656
-734.571617,116,0,742.069492
-742.657202,118,0,763.647767
-763.324025,124,0,788.567921
-740.495771,115,0,810.926309
-751.713375,122,0,834.613545
-761.879513,129,0,860.061048
-752.706182,119,0,883.979484
-761.222484,117,0,906.131966
-756.637463,121,0,929.17646
-741.969294,119,0,952.456509
-773.632366,123,0,975.425529
-733.198935,123,0,998.628484
-747.20203,119,0,1021.409371
-760.967988,122,0,1045.764165
-743.025749,118,0,1068.463698
-734.128532,119,0,1091.21435
-739.158268,125,0,1115.962833
-743.642963,118,0,1138.349538
-766.231199,120,0,1160.781931
-760.925201,121,0,1184.923344
-761.805312,127,0,1208.823528
-740.05931,119,0,1231.062028
-758.705913,120,0,1253.304097
-737.174892,120,0,1276.416627
-735.704456,124,0,1299.579927
-749.870889,118,0,1322.330992
-751.469715,117,0,1345.255038
-740.958121,118,0,1368.53973
-755.933067,119,0,1391.206219
-745.88996,121,0,1415.081325
-730.243953,118,0,1438.167588
-745.826392,121,0,1461.864155
-749.302941,121,0,1485.067948
-741.206081,119,0,1506.740557
-745.135928,120,0,1530.764573
-750.68265,119,0,1554.25458
-743.389148,120,0,1578.155066
-759.714863,121,0,1601.352623
-736.510852,117,0,1624.777509
-754.542057,120,0,1649.121433
-762.513745,121,0,1673.475881
-728.748974,118,0,1696.868261
-739.945432,120,0,1719.707785
-747.02866,119,0,1742.839497
-748.353373,118,0,1765.335467
-746.63138,119,0,1786.788811
-762.047983,120,0,1809.442472
-734.78826,119,0,1832.051542
-741.801877,122,0,1854.403919
-751.580588,119,0,1876.977938
-751.974108,120,0,1900.782037
-773.222532,120,0,1925.531994
-748.374669,121,0,1949.194695
-755.839347,121,0,1974.712291
-725.97179,117,0,1996.825953
-738.023339,119,0,2019.814282
-736.446192,118,0,2042.453408
-764.249796,126,0,2066.698468
-728.127082,118,0,2090.051581
-747.529306,119,0,2112.735851
-741.352547,121,0,2136.402681
-723.389434,120,0,2160.355191
-764.343104,123,0,2184.924497
-757.733675,125,0,2208.880472
-753.103476,124,0,2232.728569
-748.761284,120,0,2256.94428
-770.027083,119,0,2280.341373
-755.95744,120,0,2304.867945
-745.031018,118,0,2328.840997
-745.266236,125,0,2353.982933
-755.132274,123,0,2380.245972
-737.662867,120,0,2404.272738
-756.926252,119,0,2428.211926
-736.541207,118,0,2451.68383
-750.626908,121,0,2475.516119
-744.616009,119,0,2498.204618
-740.718416,123,0,2522.741934
-752.340457,120,0,2545.688274
-756.985095,121,0,2570.139908
-747.103122,117,0,2592.122593
-732.982223,117,0,2613.978841
-757.969498,120,0,2637.484946
-750.036333,119,0,2659.895863
-762.520435,126,0,2684.069741
-746.604562,123,0,2708.033957
-747.694402,120,0,2730.991668
-756.521463,118,0,2754.389014
-759.064524,121,0,2779.596434
-731.914679,117,0,2803.220462
-755.816898,124,0,2828.050066
-741.362354,117,0,2852.112139
-744.632239,121,0,2876.210797
-749.383362,121,0,2901.09099
-757.217716,122,0,2926.485179
-755.083472,119,0,2949.883976
-742.855858,118,0,2972.555236
-726.340077,118,0,2995.950175
-763.608425,121,0,3020.443972
-760.491739,126,0,3046.390448
-751.833665,123,0,3070.523486
-751.894072,125,0,3095.268373
-763.574305,123,0,3118.436554
-745.480517,122,0,3142.147334
-765.28483,123,0,3167.872245
-733.025684,119,0,3192.898265
-754.71675,122,0,3216.952206
-758.945695,123,0,3242.145178
-736.329089,118,0,3266.329309
-758.696339,128,0,3291.928189
-746.661934,119,0,3315.598994
-746.241951,118,0,3339.169384
-751.482365,118,0,3361.426497
-747.951731,123,0,3385.342348
-757.489794,120,0,3408.884752
-740.922157,121,0,3432.235925
-742.975931,117,0,3454.489745
-750.056775,119,0,3476.241415
-739.854434,120,0,3498.525483
-744.866972,120,0,3521.063579
-733.305091,117,0,3544.132667
-764.656159,120,0,3567.422507
-762.090739,120,0,3592.276908
-734.236133,119,0,3615.395983
-756.05924,122,0,3638.625558
-750.126937,123,0,3662.484918
-742.547424,120,0,3686.763741
-737.4271,116,0,3709.35434
-743.809981,120,0,3732.249484
-750.522599,119,0,3754.439857
-739.62964,119,0,3777.211202
-718.755228,115,0,3798.741217
-741.692409,120,0,3821.9917
-751.41093,122,0,3845.055156
-740.026493,119,0,3867.789775
-757.341396,122,0,3892.430822
-752.627941,118,0,3914.611445
-734.645454,119,0,3937.406375
-744.454581,118,0,3960.135053
-751.586336,123,0,3986.144865
-750.438069,118,0,4009.890204
-739.892745,120,0,4033.688797
-725.883726,117,0,4056.563919
-746.933841,118,0,4079.204125
-746.343229,126,0,4104.651389
-760.851596,122,0,4127.328025
-744.222484,122,0,4149.692254
-750.192783,124,0,4172.507624
-753.372568,119,0,4195.719029
-762.166774,124,0,4220.052437
-755.456905,119,0,4242.714454
-753.349387,120,0,4266.763926
-748.451465,118,0,4289.504811
-752.693591,122,0,4313.221705
-755.674761,123,0,4336.899576
-696.709706,116,0,4359.929369
-745.317357,121,0,4384.783397
-745.369664,119,0,4408.660212
-760.297085,120,0,4433.944347
-764.439869,122,0,4458.628375
-771.358493,127,0,4483.719811
-737.022423,123,0,4508.597789
-743.375855,120,0,4532.613724
-735.317194,119,0,4555.387325
-762.64491,125,0,4579.936568
-754.349962,122,0,4604.839481
-761.918618,125,0,4629.17692
-745.081855,124,0,4654.467219
-743.318671,117,0,4677.816416
-716.45753,119,0,4701.58918
-749.255843,120,0,4725.572686
-742.387691,120,0,4749.470254
-760.720919,122,0,4773.713098
-765.500961,124,0,4800.338992
-767.352335,126,0,4824.997155
-749.469336,119,0,4849.432915
-746.976515,125,0,4874.786323
-740.881046,116,0,4898.089746
-717.026484,118,0,4923.202968
-741.175213,122,0,4948.217735
-751.173685,121,0,4973.882523
-761.97732,123,0,4998.261433
-760.214658,120,0,5022.029047
-761.429778,122,0,5047.462247
-736.996053,120,0,5071.826082
-742.935382,116,0,5096.185481
-733.77637,119,0,5120.264326
-756.164744,124,0,5145.910327
-748.018669,120,0,5169.249944
-752.58174,117,0,5194.658819
-746.575443,120,0,5220.423719
-742.608152,119,0,5244.191675
-748.699526,121,0,5268.545871
-748.258386,118,0,5293.170458
-761.451044,125,0,5318.295478
-737.951145,120,0,5342.870854
-741.693961,118,0,5366.230061
-749.656012,122,0,5390.804968
-776.176583,125,0,5417.363819
-735.380216,120,0,5442.028944
-747.817812,118,0,5467.501048
-777.062105,135,0,5496.132999
-755.144239,127,0,5522.843746
-745.393388,118,0,5547.257392
-750.347255,122,0,5572.638311
-747.728435,120,0,5597.610514
-742.5799,119,0,5622.197288
-740.820283,121,0,5647.99736
-748.053057,118,0,5671.39928
-750.480579,122,0,5696.278373
-757.522589,122,0,5720.976316
-740.431545,117,0,5744.333664
-750.201357,121,0,5768.982372
-758.049104,123,0,5795.887506
-757.608813,120,0,5820.645665
-742.229267,122,0,5847.152517
-785.374826,127,0,5873.05957
-740.258831,124,0,5898.478698
-754.682179,123,0,5923.470974
-756.348464,123,0,5947.655526
-753.796735,122,0,5972.322828
-741.530351,119,0,5997.025524
-753.796738,122,0,6021.91066
-730.927702,117,0,6047.145161
-758.429871,121,0,6071.395693
-739.613948,120,0,6096.858802
-750.127675,121,0,6121.590337
-735.837764,119,0,6144.726686
-741.631575,120,0,6168.709799
-743.331644,119,0,6192.157307
-751.008441,120,0,6217.035306
-753.02081,123,0,6241.732475
-754.250375,122,0,6264.900877
-741.692283,118,0,6288.606412
-745.427021,118,0,6312.726718
-735.857184,122,0,6337.310293
-748.543237,125,0,6362.079586
-769.39909,125,0,6386.906487
-755.006043,121,0,6410.680884
-743.383205,125,0,6435.036471
-752.624317,118,0,6459.525245
-740.060032,121,0,6483.365923
-727.222717,116,0,6507.55318
-745.421858,119,0,6531.290312
-743.291076,119,0,6555.600245
-751.463981,118,0,6579.481944
-755.553457,128,0,6606.101843
-770.463762,126,0,6632.024343
-731.127334,118,0,6656.187376
