#{"t_start": 1512848498.313716, "gym_version": "0.9.4", "env_id": 0}
r,l,s,t
-970.699518,134,-0.978990815365,37.527939
-949.42719,132,-0.966349906865,74.308263
-920.031107,131,-0.937506319028,111.813413
-921.270352,127,-0.937899583043,146.858833
-906.202133,123,-0.922328295824,181.428849
-950.543796,131,-0.958108909011,218.251653
-945.782175,129,-0.962883365811,254.431691
-945.515808,135,-0.953933768664,294.087968
-922.178607,126,-0.938545287657,328.227388
-926.390859,125,-0.942576464117,363.138527
-923.248948,127,-0.939520794697,398.670371
-915.781351,126,-0.932342813135,433.541591
-906.40571,125,-0.923646504641,469.13439
-936.152839,127,-0.942331760846,505.820909
-939.314689,126,-0.94524480428,543.19916
-915.251428,130,-0.934240681536,582.738566
-940.637059,134,-0.960071973894,621.303022
-930.760878,128,-0.947116871907,658.246992
-932.760215,129,-0.949616757397,695.012699
-943.251088,127,-0.949734579388,731.290424
-909.016018,128,-0.926207793582,769.014935
-923.250699,128,-0.930052689715,805.983067
-927.824048,128,-0.934405456016,843.254616
-927.051586,127,-0.933585513921,880.011527
-932.408411,125,-0.938380982743,916.091907
-916.19277,129,-0.933234466284,954.196479
-903.664667,127,-0.921047995549,990.350945
-916.258901,124,-0.931643953892,1027.653292
-912.902939,129,-0.930796607913,1064.826289
-938.062815,127,-0.944279714756,1101.766856
-932.60139,128,-0.949196241094,1139.767622
-932.416007,129,-0.950763636279,1178.16975
-921.156113,128,-0.938761506961,1214.890768
-943.689967,130,-0.951209212484,1252.315908
-930.518545,130,-0.947981818126,1289.336285
-927.967174,125,-0.944013101277,1325.415538
-922.071239,125,-0.93783772468,1362.843735
-939.902617,127,-0.956488876358,1399.887771
-940.112843,128,-0.946505723083,1438.37747
-937.062937,133,-0.955575885766,1477.019174
-933.014693,127,-0.949608482207,1514.080225
-966.498631,137,-0.975554724096,1554.688215
-896.988777,126,-0.914319301841,1591.779082
-928.82028,129,-0.946267295328,1629.990857
-913.181776,127,-0.930438612959,1666.785137
-932.145285,126,-0.937835241809,1704.640526
-934.986691,128,-0.941629542062,1742.531257
-920.81017,130,-0.938878240242,1782.381574
-933.04519,127,-0.939112721695,1821.125628
-955.105578,129,-0.961331774502,1861.078782
-951.891442,127,-0.957943575373,1898.93783
-911.154085,128,-0.928569831674,1937.899233
-944.56127,126,-0.950146055601,1975.510468
-952.057176,129,-0.95815306115,2014.391364
-929.702442,127,-0.945489028595,2052.473542
-943.016554,132,-0.961479434491,2092.735983
-934.93706,129,-0.95151002426,2131.987298
-914.943337,129,-0.932731230627,2170.629584
-957.613466,131,-0.964385525061,2211.128941
-934.846949,128,-0.941069743612,2251.096426
-927.786309,127,-0.944024171791,2289.618437
-955.544293,132,-0.963289196085,2330.098019
-915.11476,125,-0.931215619972,2365.697085
-911.84825,128,-0.928947923752,2404.765482
-909.96763,126,-0.927192731423,2441.087683
-935.229064,129,-0.941756195324,2479.106563
-947.153592,132,-0.954770332719,2518.445068
-954.25833,129,-0.961445294151,2556.264881
-915.508914,127,-0.932750909519,2593.950604
-910.770689,125,-0.926048977207,2631.294455
-933.799566,127,-0.939953192308,2669.046394
-931.303771,128,-0.938270317733,2707.07763
-930.863562,130,-0.937523444221,2744.955817
-938.398829,130,-0.955405132017,2783.59371
-933.73967,127,-0.950174616371,2820.78271
-924.89656,127,-0.941167713205,2857.906708
-919.668754,126,-0.935804638185,2894.65515
-939.848506,133,-0.958264644739,2934.404275
-934.224088,127,-0.940056204206,2972.110799
-939.68345,132,-0.957596864623,3013.777769
-920.914206,129,-0.938917405111,3053.65996
-961.63588,141,-0.982794846481,3096.100359
-919.974983,125,-0.936267451932,3133.786752
-932.770196,126,-0.938674982391,3171.567012
-915.147122,128,-0.93260470317,3209.86499
-922.223324,128,-0.939860122761,3248.391053
-943.464062,129,-0.950183907198,3287.18651
-912.045621,128,-0.928089893571,3325.797555
-946.876186,128,-0.953717341715,3363.849826
-920.096886,128,-0.937331333454,3403.102219
-921.396875,126,-0.937217372863,3442.096214
-942.5353,126,-0.948214019949,3480.802133
-921.684702,127,-0.937400234062,3518.666998
-946.648557,129,-0.953572865196,3558.72299
-924.872217,130,-0.941355242003,3597.988089
-953.340089,130,-0.96035651028,3639.876662
-934.049034,133,-0.942877512087,3681.025319
-914.418074,128,-0.931313488993,3721.832347
-936.449018,125,-0.942489639548,3760.137388
-912.03242,128,-0.92997412362,3799.421948
-933.300799,126,-0.949428736228,3838.512251
-917.83036,126,-0.933812001085,3877.68872
-917.156579,131,-0.934771950827,3918.710063
-923.877733,129,-0.941503553315,3958.342171
-928.242478,126,-0.933951143381,3997.525373
-914.336729,126,-0.930923929035,4036.683633
-914.365298,131,-0.933179926744,4078.167773
-911.397867,124,-0.927467535597,4116.914557
-903.962848,127,-0.920625198526,4156.641599
-958.925792,130,-0.965886914299,4197.487911
-947.051244,131,-0.954916169187,4238.504803
-932.378513,127,-0.948725035327,4279.402472
-912.460676,124,-0.92726480686,4318.457941
-908.722919,126,-0.924685239789,4357.917306
-924.824278,126,-0.931401714205,4397.55778
-915.620374,128,-0.933284403521,4436.700694
-937.848842,135,-0.956860793252,4478.765256
-928.205488,127,-0.945085795124,4519.188988
-938.62221,125,-0.944128520339,4558.519594
-950.507088,131,-0.957984278905,4599.877964
-931.804903,132,-0.949924500127,4640.665493
-946.97722,126,-0.952599970712,4680.243408
-927.482718,128,-0.934184174174,4720.40347
-941.403802,128,-0.958161290898,4758.814656
-923.405085,128,-0.941505984873,4796.617856
-935.999036,129,-0.952068376727,4834.376324
-915.266903,127,-0.93179640087,4871.793729
-935.579166,125,-0.942091326111,4909.055996
-905.320855,124,-0.92184502969,4945.14925
-944.515529,128,-0.951465743908,4983.274192
-917.711114,127,-0.934682746958,5020.585712
-969.447423,135,-0.977982959153,5060.680524
-918.115905,128,-0.934907791842,5098.388871
-918.13834,125,-0.933807713661,5135.303388
-930.120274,132,-0.948220365472,5174.40593
-924.839111,126,-0.941622845516,5211.631708
-940.291025,126,-0.945465009312,5248.86203
-915.90687,126,-0.932125261043,5285.09905
-944.183045,130,-0.951301754216,5323.498966
-938.896754,129,-0.945550310159,5361.245402
-946.123932,126,-0.952336262679,5397.918923
-922.411478,135,-0.941631499682,5438.483061
-932.450632,134,-0.951406159569,5478.25003
-931.91719,130,-0.94915267143,5518.769751
-906.009026,127,-0.923258103019,5556.08622
-939.294475,126,-0.945107541302,5593.610178
-933.164486,130,-0.951876590768,5632.630037
-930.030755,131,-0.948055117759,5672.444237
-944.578781,131,-0.951580703209,5711.86791
-944.627006,129,-0.951242185603,5750.060456
-936.455672,132,-0.955817780411,5789.798634
-936.687943,126,-0.952188443684,5828.317337
-924.127038,128,-0.941247822598,5867.516128
-932.478081,129,-0.949843385206,5906.572561
-902.123346,129,-0.92026262234,5945.772865
-926.885702,129,-0.944433470372,5984.384113
-911.768223,125,-0.927989637906,6022.975299
-910.124659,130,-0.928851696105,6063.165246
-962.107102,131,-0.969156188697,6103.009196
-939.813524,130,-0.946237233981,6144.798037
-940.823248,127,-0.946959260558,6183.1999
-920.371343,130,-0.938781494206,6222.178697
-937.610793,126,-0.943552412093,6261.838768
-939.223096,127,-0.954673642654,6301.263241
-913.009576,124,-0.92934012841,6339.007621
-907.3088,125,-0.913448409401,6377.301177
-934.573835,128,-0.942093453928,6416.408529
-913.059184,129,-0.931103551537,6456.076375
-905.645114,126,-0.922799035934,6494.893673
-918.003584,129,-0.936333575147,6534.876823
-911.866625,130,-0.930117448691,6574.951311
-921.243331,130,-0.938787815907,6614.838203
-939.54456,129,-0.946898042257,6654.784631
-939.973383,130,-0.95743407081,6695.983735
-938.693738,131,-0.955632472127,6736.136234
-931.212361,128,-0.947637288402,6777.728788
-917.657411,123,-0.932618838375,6815.69874
-952.513946,130,-0.95963283961,6856.457048
-910.982081,131,-0.929619922184,6896.700981
-938.596285,128,-0.945619850966,6936.014645
-910.853829,123,-0.916144861259,6975.028743
-933.063855,127,-0.949641061456,7014.103687
-927.873581,124,-0.942760644978,7052.406298
-949.050777,131,-0.955508536773,7094.094903
-951.536605,134,-0.969999666892,7136.540843
-913.677289,125,-0.929781963129,7175.66506
-895.728579,126,-0.912372992273,7215.013133
-935.274448,130,-0.942138725164,7255.314602
-947.540165,127,-0.953824832973,7294.325889
-920.882013,127,-0.937839508617,7334.141854
-924.029724,127,-0.930411957231,7372.864948
-943.627342,131,-0.961582740694,7414.910126
-917.718722,125,-0.93399131827,7452.768055
-908.448695,128,-0.925970009895,7491.642306
-934.89216,129,-0.951510795065,7532.54905
-922.393574,128,-0.939399050042,7572.357464
-911.330761,131,-0.929503239726,7613.199397
-937.05913,129,-0.954739288562,7653.707579
-933.021594,125,-0.939038299535,7692.635311
-944.364023,127,-0.950619328067,7731.877949
-935.919318,126,-0.941416482515,7770.621753
-937.073462,129,-0.954867379795,7809.823938
-928.467063,128,-0.945507776113,7849.397735
-913.476333,127,-0.930663516207,7889.349674
-905.805726,123,-0.921590132318,7927.429015
-935.573056,131,-0.943113895225,7968.275489
-926.728681,126,-0.932646843267,8008.051233
-943.788896,127,-0.950458769068,8049.192852
-946.131425,130,-0.95376909366,8088.899355
-942.78144,125,-0.948861589821,8126.872277
-947.237963,131,-0.954600901709,8168.075976
-942.427769,128,-0.948646965539,8208.430129
