#{"t_start": 1512848498.200862, "gym_version": "0.9.4", "env_id": 0}
r,l,s,t
-898.828053,129,-0.917236664996,35.907192
-921.869607,128,-0.938664253597,71.309749
-936.015957,125,-0.941857718626,106.771924
-936.158937,129,-0.953809876286,142.672982
-931.047721,129,-0.937349453029,179.026282
-911.834933,127,-0.92876873281,214.535681
-946.635545,128,-0.952905034868,250.723546
-927.960305,127,-0.944787386411,287.000131
-936.799669,128,-0.953646491235,322.755108
-917.598218,125,-0.923863598852,357.695408
-912.811132,126,-0.929537294966,393.244457
-906.319964,126,-0.922443081707,428.722273
-945.868788,128,-0.952834879923,464.867516
-924.637591,128,-0.940708217942,502.127986
-934.38133,126,-0.950798017143,539.062857
-954.869276,132,-0.962378271238,577.545888
-925.883985,132,-0.943340926796,616.909267
-942.249523,128,-0.948624497112,653.749517
-913.353635,132,-0.931671362793,691.565333
-926.71767,127,-0.943283147412,727.990415
-943.592994,129,-0.950387268707,766.129027
-929.650524,124,-0.944920184139,801.554084
-936.684476,128,-0.943432840454,839.229367
-952.354482,127,-0.948743098153,876.223026
-943.469136,130,-0.950652526552,913.227125
-926.77513,128,-0.942958302747,951.184167
-909.862115,128,-0.927538281116,987.730597
-927.922054,132,-0.946088313934,1027.248784
-921.675356,133,-0.942339381529,1065.7207
-921.708807,128,-0.93823455991,1102.847167
-935.558827,130,-0.942623110213,1141.398287
-928.908355,129,-0.945844616382,1179.799854
-923.872835,128,-0.940921206964,1216.312258
-933.923807,129,-0.951202710024,1253.594389
-902.004431,126,-0.918517071482,1289.442639
-874.271794,128,-0.892337735549,1326.419124
-928.989238,132,-0.947227086768,1365.552524
-919.229468,124,-0.925309652471,1402.134232
-934.100255,129,-0.951636741448,1440.651803
-928.651043,127,-0.934718683725,1477.840544
-922.718757,129,-0.940299496443,1515.375309
-931.426899,128,-0.94847567492,1553.357842
-912.7246,128,-0.929592369735,1591.074475
-935.249163,129,-0.952691057623,1629.025695
-914.983105,127,-0.932368600811,1666.085998
-943.458883,132,-0.951169927332,1705.703367
-909.577175,126,-0.926213702586,1742.941348
-945.049551,130,-0.952842286359,1782.792213
-929.312032,131,-0.947595993296,1822.975296
-940.005558,131,-0.959154515527,1863.543668
-917.390312,129,-0.934590768912,1901.934726
-930.833319,130,-0.948224478451,1941.654957
-918.745643,128,-0.934195859421,1979.587719
-913.471718,128,-0.930714506686,2017.989844
-942.690819,127,-0.94916696324,2056.428782
-896.304714,126,-0.913427556292,2094.759744
-914.224263,127,-0.930480782815,2133.257715
-933.932244,127,-0.940009480913,2171.397706
-916.310592,129,-0.93399635056,2211.290422
-938.828015,126,-0.9451805303,2250.342794
-939.467461,128,-0.955868156434,2289.351834
-923.437491,132,-0.942400651916,2329.903698
-922.57854,128,-0.938243680976,2366.405785
-910.922939,126,-0.927326937816,2404.894526
-931.682315,125,-0.938148362453,2441.036534
-974.159339,131,-0.970704759071,2479.580149
-904.015608,127,-0.92076044031,2517.332037
-936.161513,127,-0.942901501239,2554.555389
-933.03086,130,-0.950376333559,2593.254423
-924.305653,130,-0.941717958436,2632.104289
-937.383987,129,-0.953453299134,2670.298396
-947.553447,129,-0.953795543521,2709.103408
-926.405365,126,-0.942462892478,2745.4007
-913.547131,126,-0.930311102924,2782.844527
-960.617726,129,-0.967560834849,2820.648176
-917.364501,131,-0.935198653811,2858.871813
-928.939102,129,-0.936289742035,2896.621958
-926.817643,125,-0.942386834302,2933.930016
-930.887092,134,-0.949839425166,2973.997508
-934.708615,126,-0.951311525957,3013.5205
-932.911698,133,-0.95277804697,3054.662638
-942.684661,126,-0.948085749223,3092.509722
-944.258017,129,-0.951679066553,3131.33309
-929.262695,126,-0.9348348212,3169.33393
-958.693429,128,-0.955019393756,3207.588349
-933.368292,129,-0.939733633325,3246.334062
