#{"t_start": 1512763106.0259166, "gym_version": "0.9.4", "env_id": 0}
r,l,s,t
-778.799627,118,-0.798386944254,26.654039
-781.716326,125,-0.804044720809,57.296569
-757.505615,120,-0.778173479371,85.825241
-780.414691,120,-0.801539339552,114.984643
-787.269047,123,-0.808563702852,144.417888
-775.768284,124,-0.798009909144,173.286699
-792.812576,123,-0.813002064434,201.95803
-768.09011,118,-0.787909236603,231.085456
-785.574315,121,-0.806158002732,260.01719
-784.123335,118,-0.803251883417,287.886197
-780.500053,118,-0.800735925112,317.126309
-782.23212,122,-0.803325877334,347.113686
-805.62214,126,-0.827696164874,378.54139
-773.056346,119,-0.793066295209,408.574069
-770.22075,119,-0.790284214091,438.051382
-783.093416,126,-0.804997628617,468.219981
-773.318532,116,-0.793143218906,497.945132
-768.450136,119,-0.788669444675,527.108076
-788.564608,122,-0.809973068626,556.66482
-786.602606,122,-0.808397501886,586.782353
-779.602144,117,-0.79888289402,616.286063
-764.425071,119,-0.785310493888,645.20222
-778.998018,126,-0.800872557605,677.668346
-762.928222,116,-0.782933672413,707.34617
-772.831019,119,-0.792404722635,736.655277
-769.897874,118,-0.790438307882,765.205913
-779.659356,122,-0.80063664176,794.969952
-799.78521,123,-0.821140546514,824.754325
-783.970843,123,-0.805824314474,855.319311
-770.149971,119,-0.790106145072,884.905057
-789.8426,118,-0.809821990667,913.238925
-755.463213,118,-0.776106256006,941.488606
-793.46812,121,-0.814405309694,971.856814
-778.237352,125,-0.799492193088,1007.10985
-783.615752,122,-0.804031400418,1037.266262
-776.827764,121,-0.796925049392,1067.362809
-777.006312,118,-0.797412132561,1096.70393
-772.110896,122,-0.793200994217,1127.756775
-781.681488,123,-0.802454491596,1160.045939
-785.635293,120,-0.805176403255,1191.52928
-790.364227,122,-0.8108782646,1222.455433
-788.043337,121,-0.80908957142,1252.304771
-774.482765,121,-0.795717975839,1280.404958
-765.658082,114,-0.784509519589,1309.043756
-777.667821,117,-0.796799002215,1339.010872
-778.503958,124,-0.799665789115,1370.048433
-759.396388,116,-0.779151227562,1399.180562
-782.216774,118,-0.801949339993,1430.644443
-788.338373,121,-0.808875695877,1461.702034
-787.014569,121,-0.807444262417,1492.825407
-770.888286,120,-0.791848038979,1525.423416
-768.464103,118,-0.789176044137,1558.776537
-770.53684,118,-0.791305822993,1590.512166
-791.434212,121,-0.811959514343,1621.975012
-760.390239,119,-0.780041850064,1652.823274
-780.311096,125,-0.801678273349,1687.012032
-777.349701,119,-0.797376297304,1719.52454
-767.207922,122,-0.789120603082,1752.257535
-770.937534,125,-0.793490386844,1786.189926
-794.129966,120,-0.814139287651,1818.110208
-779.235872,123,-0.801470479812,1852.098765
-781.246038,119,-0.800460018725,1883.713741
-771.164348,119,-0.792023708856,1916.405526
-769.507362,120,-0.790632212322,1948.34767
-776.180351,119,-0.796511060174,1979.172731
-783.816765,118,-0.803463030712,2006.626248
-765.311948,117,-0.784849001486,2034.408439
-788.48739,118,-0.807772086622,2062.142194
-782.07843,119,-0.801948403533,2095.239226
-778.311516,117,-0.798344391135,2123.314448
-776.247392,123,-0.797802822422,2154.959583
-786.700479,125,-0.809446861173,2187.168731
-762.838795,121,-0.783540711611,2218.168637
-784.934683,117,-0.804262446423,2248.651299
-777.403788,120,-0.797945322444,2280.727477
-785.870645,121,-0.806586721179,2311.8183
-777.889311,121,-0.798848227636,2342.315228
-777.64832,119,-0.797753036416,2373.421993
-781.972451,118,-0.801682336914,2405.093073
-769.121075,119,-0.789773332008,2435.672382
-779.254875,119,-0.800324042551,2465.505778
-750.280912,118,-0.770791310864,2497.587296
-779.737384,124,-0.801481639056,2531.119303
-772.645748,119,-0.793452818668,2563.008532
-791.200526,122,-0.813226849377,2595.763437
-786.353328,120,-0.806623491972,2631.311285
-778.563282,121,-0.798485168689,2663.182739
-778.041738,117,-0.797222235128,2696.385086
-770.339413,116,-0.789966828839,2727.378866
-785.017087,121,-0.80623724148,2760.808091
-780.00661,121,-0.801099847885,2795.244856
-782.674154,124,-0.804900003557,2830.209918
-789.234426,121,-0.809538292554,2863.570274
-778.195501,121,-0.799169721399,2895.841979
-789.720258,128,-0.812998256482,2930.467706
-786.831235,122,-0.807899044122,2965.325727
-786.565817,127,-0.808650707926,3002.109511
-767.252533,118,-0.787689656713,3035.39312
-793.726199,123,-0.814627845028,3068.41933
-781.126325,119,-0.800626909808,3101.789359
-792.62348,122,-0.813875359176,3135.929749
-752.010354,116,-0.771501944795,3168.659719
-770.700879,117,-0.789702827705,3203.766973
-776.656073,120,-0.797328361916,3237.484161
-772.829534,119,-0.793375696281,3270.074575
-738.296519,116,-0.758218868019,3302.323493
-772.844519,118,-0.792671169505,3333.868686
