#{"t_start": 1512763106.0620291, "gym_version": "0.9.4", "env_id": 0}
r,l,s,t
-772.990126,117,-0.792280581381,26.43604
-766.581557,121,-0.787765590519,55.771025
-786.621628,121,-0.806811867311,84.528259
-778.636049,123,-0.799284156671,114.761418
-786.865182,122,-0.808441050031,143.633437
-775.318488,121,-0.796400390101,171.851672
-789.533263,118,-0.808950794592,198.955429
-759.569731,117,-0.780003820342,227.80378
-773.669633,117,-0.793481850632,255.513802
-793.803955,119,-0.813317957628,284.110605
-789.195214,123,-0.810562863695,314.262629
-762.593663,121,-0.783814679193,343.999913
-787.463215,120,-0.808755753321,373.811489
-775.679727,120,-0.796999378885,403.806856
-787.969132,122,-0.808805050843,434.125679
-780.305106,122,-0.802265113932,463.46566
-792.523299,123,-0.81417332822,492.275869
-778.043697,122,-0.799437188854,525.370972
-779.164258,117,-0.798534957832,553.200092
-775.314519,120,-0.796579363718,583.052144
-781.8284,120,-0.80279664846,613.297385
-759.004286,120,-0.779764593583,642.476354
-769.298814,117,-0.788681235362,671.844007
-753.235386,118,-0.772949302295,702.476784
-797.355225,122,-0.818300045014,732.419598
-783.870602,124,-0.804993284092,763.199052
-783.820198,123,-0.80537025187,793.099841
-779.379642,116,-0.798917061845,820.590587
-781.898098,121,-0.803818243285,850.955181
-752.676599,120,-0.773256718098,880.401459
-783.596752,121,-0.804000635269,909.610611
-766.228681,118,-0.786233308372,938.218752
-773.354552,117,-0.792577614641,967.198634
-781.019608,119,-0.800482463823,997.923594
-779.826016,119,-0.801131138178,1030.363062
-779.043537,121,-0.800512183749,1059.845881
-790.638587,122,-0.811637586978,1090.24884
-779.924365,120,-0.799882657565,1121.271931
-767.088479,121,-0.788642760376,1152.200696
-788.645216,124,-0.810718639471,1185.058621
-784.188474,124,-0.805829668043,1216.885301
-780.008252,119,-0.800011433421,1246.502578
-775.614227,123,-0.797193468245,1275.634615
-778.474393,118,-0.798658827325,1304.326262
-779.889009,125,-0.801712916848,1336.994446
-776.140092,123,-0.797364354891,1368.020866
-781.060541,122,-0.801845403971,1398.957625
-800.048631,121,-0.820209577823,1431.281461
-761.034926,120,-0.78161647601,1461.932708
-776.660937,120,-0.796564227991,1492.793346
-794.301462,121,-0.814446333527,1528.329791
-778.864408,122,-0.799330908865,1560.256421
-788.32085,124,-0.810082869344,1594.331148
-787.377444,120,-0.808047141214,1624.979978
-787.842787,124,-0.810106449991,1657.486976
-775.016336,119,-0.795055321556,1689.771164
-764.842741,120,-0.785342229572,1722.666154
-783.815808,120,-0.804261926064,1754.90916
-796.630799,123,-0.817550607059,1787.620652
-786.827511,125,-0.809972554353,1821.311055
-785.097396,119,-0.804927044314,1854.322017
-770.066604,119,-0.790790102541,1885.705728
-755.723434,118,-0.77543059465,1918.292831
-784.455102,122,-0.805248767938,1950.947841
-759.339969,119,-0.779385406884,1981.251818
-784.59162,123,-0.8068692347,2010.326453
-758.654139,121,-0.779533248466,2038.915257
-766.125894,121,-0.787843517394,2070.040183
-775.294084,121,-0.796227270947,2101.518628
-792.582814,120,-0.813420327888,2130.47456
-768.609536,120,-0.788884577131,2161.143754
-782.789815,119,-0.802623526822,2192.025469
-767.67028,118,-0.788328752632,2222.071457
-786.017931,123,-0.807879644766,2254.345755
-760.003856,117,-0.780047440919,2285.142143
-783.675651,118,-0.804021492863,2315.331903
-778.061869,119,-0.79837779593,2345.33629
-783.641225,117,-0.802903149298,2376.205154
-771.04418,118,-0.790821113691,2407.461905
-776.208474,120,-0.796569587019,2438.336256
-789.977448,121,-0.810908253241,2469.319969
-788.064325,122,-0.809534965584,2502.932876
-763.040585,118,-0.782708248346,2534.398993
-768.097159,118,-0.788346519377,2565.482914
-776.613622,124,-0.798746524723,2598.883499
-781.236178,123,-0.803036773858,2635.120329
-753.193458,119,-0.774100778808,2667.135995
-790.947024,126,-0.812621975056,2702.35099
-786.245434,117,-0.805989917366,2734.428593
-792.18223,121,-0.812585842178,2768.043191
-758.302566,117,-0.778504469554,2800.956799
-757.54773,117,-0.778140831547,2833.310663
-786.485438,123,-0.807472344369,2867.309864
-777.471187,124,-0.798845433365,2900.682248
-780.645485,119,-0.800362426054,2932.75972
-788.242808,124,-0.810244753024,2967.960983
-777.16197,120,-0.796728631917,3002.777023
-781.460034,121,-0.802852300074,3036.955929
