#{"t_start": 1512763105.9350514, "gym_version": "0.9.4", "env_id": 0}
r,l,s,t
-765.46868,118,-0.785872295675,26.658208
-772.180613,117,-0.791562693901,55.163618
-777.32379,127,-0.799018645741,85.470281
-788.504971,121,-0.808511777379,115.090767
-771.064595,120,-0.791209391135,143.570457
-780.754854,120,-0.80227799488,171.413209
-785.342934,119,-0.805886932585,198.769042
-766.516087,117,-0.786876935022,227.744117
-780.779853,120,-0.801016609853,256.312512
-766.22329,118,-0.786176432846,284.440904
-783.219239,121,-0.803860592323,314.259858
-777.788323,121,-0.798934478038,343.917699
-767.810306,117,-0.788511444133,372.914145
-762.927511,118,-0.783181339946,402.327043
-789.153652,120,-0.809635012675,432.174429
-764.997846,119,-0.786279725703,460.901747
-775.42823,123,-0.796571691292,489.539134
-764.724957,118,-0.784909495981,521.698187
-776.355102,120,-0.797357188229,550.009991
-778.805651,121,-0.799323788853,580.429373
-747.969731,123,-0.769535088086,611.17976
-794.414394,122,-0.815370875066,640.715656
-794.47891,121,-0.815471773321,671.501055
-754.050313,117,-0.772869741538,701.686029
-773.898461,120,-0.795122249664,731.163414
-763.284007,118,-0.783000291045,760.337918
-769.313515,119,-0.789840523931,789.267466
-768.140494,117,-0.788359088849,817.536553
-780.403401,124,-0.802847503326,848.4973
-761.711439,116,-0.781017347689,876.57343
-770.175427,118,-0.790616511036,905.301723
-767.766485,120,-0.788577956439,934.434022
-788.296642,120,-0.80866575483,964.105621
-790.092188,118,-0.810113559769,994.820207
-763.98003,117,-0.783548320708,1027.013831
-778.699121,120,-0.798194694842,1056.171789
-785.753448,121,-0.806474564575,1086.554203
-782.973023,122,-0.803970431648,1117.560087
-780.277242,119,-0.801000076277,1148.095233
-775.595891,119,-0.796593433272,1179.102723
-782.855488,121,-0.803909210989,1210.643265
-761.78278,119,-0.782808612455,1240.379935
-776.881735,119,-0.79749713766,1268.863562
-769.022258,121,-0.789535666936,1297.581216
-772.557838,120,-0.793826068927,1328.648607
-784.746088,118,-0.804560738181,1358.761258
-769.905715,120,-0.791603051107,1388.507337
-775.840382,118,-0.795860339839,1420.273328
-796.197035,130,-0.820776415548,1453.170787
-794.207044,122,-0.814951119583,1484.598718
-783.261863,119,-0.803197239255,1516.099075
-769.521873,123,-0.790799173927,1551.678512
-782.36331,121,-0.803375405146,1583.785725
-767.314018,117,-0.786736820293,1614.858652
-769.231666,116,-0.788840118217,1644.456937
-767.974941,120,-0.788537512248,1677.076409
-749.824983,118,-0.770563255271,1709.477238
-774.025631,117,-0.793412064404,1741.002254
-759.743093,118,-0.780449190519,1773.110778
-779.336788,119,-0.798573273245,1804.461584
-768.330119,118,-0.78839014279,1836.323397
-770.341631,124,-0.792589155796,1871.003942
-762.496696,124,-0.784585779088,1903.84716
-773.725025,121,-0.794921602612,1937.062304
